Student,Lec 1,Lec 2,Lec 3,Lec 4,Lec 5,Lec 6,Lec 7,Lec 8,Lec 9,Lec 10,Lec 11,Lec 12,Lec 13,Lec 14,Lec 15,Lec 16,Lec 17,Lec 18,Lec 19,Lec 20,Lec 21,Lec 22,Lec 23,Lec 24,Lec 25,Lec 26,Lec 27,Lec 28,Activity 1,Activity 2,Activity 3,Activity 4,Activity 5,Activity 6,Activity 7,Activity 8,Activity 9,Activity 10,Activity 11,Activity 12,Activity 13,Activity 14,Activity 15,Activity 16
83 Zhou,0,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0,0,0,1,1,0,1,,,,1,1,0,1,1,1,1,0,1,0,0.5,0.5,1,0,0,
84 Zhou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0.5,0,0,1,0,0,0,0,0,0.5,0,0,0,
85 Zhou,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,,,,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,
86 Zhou,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
87 Zhou,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,,,,1,0,1,1,0,1,0,1,1,1,1,0.5,1,0,0,
88 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
89 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
90 Zhou,1,1,0,1,0.5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,
91 Zhou,0,1,1,0,0,0,1,1,0,1,0.5,1,0,1,0,1,1,0,0,0,0,1,1,0,0,,,,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,
92 Zhou,0,1,1,0.5,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,,,,1,1,1,0,1,1,1,1,1,1,0.5,0.5,1,1,1,
93 Zhou,1,1,1,1,1,1,1,0.5,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,
94 Zhou,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
95 Zhou,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,0,0,1,1,1,0,0,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
96 Zhou,0,1,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
97 Zhou,1,1,0.5,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
98 Zhou,1,1,1,1,0,1,1,1,1,0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,0,1,0.5,1,1,1,0.5,0.5,1,0.5,1,1,1,
99 Zhou,1,1,1,1,1,0,1,1,0,1,0.5,1,1,1,1,1,0,1,1,1,0,1,1,1,0,,,,1,1,1,1,1,1,1,0.5,0.5,0.5,1,1,1,0,1,
100 Zhou,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
101 Zhou,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0,1,1,0,1,0,0,,,,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,
102 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
103 Zhou,0,1,1,1,0,0,0,0.5,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,,,,1,0,1,1,0.5,1,1,0.5,0,0.5,1,0.5,1,1,1,
104 Zhou,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0,1,1,1,1,1,1,0,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
105 Zhou,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,,,,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,
106 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
107 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
108 Zhou,1,1,1,1,1,1,1,0.5,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,,,,1,1,1,0.5,0.5,1,1,0.5,1,0.5,1,0.5,1,1,0,
109 Zhou,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
110 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,
111 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
112 Zhou,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
113 Zhou,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,,,1,0,1,1,1,1,1,1,1,0.5,0.5,0.5,1,0.5,1,
